OPE ID,School,State,Zip Code,School Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements
363200,TEXAS A&M UNIVERSITY,TX,778431246,Public,"10,140","10,595","$44,404,141.00 ","10,595","$23,205,630.00 ","10,187","10,579","$39,481,407.00 ","10,579","$20,508,702.00 ","3,462","3,683","$76,078,062.00 ","3,683","$39,210,325.00 ","3,057","3,137","$57,503,089.00 ","3,138","$29,805,213.00 ",565,608,"$9,915,357.00 ",610,"$5,095,629.00 "
363400,TEXAS STATE TECHNICAL COLLEGE,TX,767051695,Public,"2,310","2,310","$8,390,058.00 ","2,310","$2,821,165.00 ","2,110","2,110","$9,658,734.00 ","2,110","$3,254,354.00 ",-,-, -,-, -,55,55,"$974,201.00 ",55,"$341,311.00 ",-,-, -,-, -
363500,TEXAS CHIROPRACTIC COLLEGE,TX,775051699,Private-Nonprofit,-,-, -,-, -,-,-, -,-, -,108,108,"$3,240,822.00 ",111,"$1,680,611.00 ",-,-, -,-, -,45,45,"$421,074.00 ",51,"$243,625.00 "
363600,TEXAS CHRISTIAN UNIVERSITY,TX,761290001,Private-Nonprofit,"1,726","1,730","$7,815,799.00 ","1,730","$4,056,760.00 ","2,052","2,174","$7,806,712.00 ","2,174","$4,063,219.00 ",270,270,"$6,884,897.00 ",270,"$3,473,152.00 ",627,634,"$21,646,821.00 ",634,"$11,096,615.00 ",104,109,"$3,118,681.00 ",109,"$1,583,972.00 "
363700,JARVIS CHRISTIAN COLLEGE,TX,757651470,Private-Nonprofit,318,318,"$1,332,161.00 ",338,"$612,439.00 ",329,329,"$1,024,640.00 ",346,"$433,672.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
363800,TEXAS COLLEGE,TX,757024500,Private-Nonprofit,35,35,"$161,917.00 ",70,"$80,959.00 ",32,32,"$120,754.00 ",64,"$60,378.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
363900,TEXAS A&M UNIVERSITY - KINGSVILLE,TX,783638203,Public,"2,081","2,091","$9,106,640.00 ","2,091","$4,546,439.00 ","1,999","2,051","$8,216,610.00 ","2,051","$4,142,069.00 ",488,492,"$7,571,570.00 ",492,"$3,815,278.00 ",217,218,"$2,308,917.00 ",218,"$1,200,324.00 ",4,4,"$30,005.00 ",4,"$19,253.00 "
364100,TEXAS LUTHERAN UNIVERSITY,TX,781555999,Private-Nonprofit,699,699,"$2,905,564.00 ",699,"$1,503,680.00 ",793,853,"$2,955,871.00 ",853,"$1,526,116.00 ",15,15,"$225,873.00 ",15,"$133,437.00 ",151,151,"$2,050,469.00 ",151,"$1,080,101.00 ",1,1,"$7,414.00 ",1,"$3,707.00 "
364200,TEXAS SOUTHERN UNIVERSITY,TX,770044598,Public,"2,972","3,030","$12,622,922.00 ","3,033","$6,323,123.00 ","2,881","3,283","$13,152,612.00 ","3,293","$6,597,911.00 ","1,091","1,105","$20,942,450.00 ","1,105","$10,478,227.00 ",587,594,"$8,598,324.00 ",598,"$4,291,888.00 ",664,680,"$9,518,965.00 ",685,"$4,833,756.00 "
364400,TEXAS TECH UNIVERSITY,TX,794092011,Public,"7,837","8,058","$34,099,035.00 ","8,058","$17,152,500.00 ","9,610","9,927","$41,188,113.00 ","9,927","$20,724,524.00 ","1,826","1,938","$26,936,091.00 ","1,938","$13,480,897.00 ","1,408","1,438","$23,228,159.00 ","1,438","$11,913,865.00 ",224,265,"$3,468,491.00 ",265,"$1,740,981.00 "
364500,TEXAS WESLEYAN UNIVERSITY,TX,761051536,Private-Nonprofit,573,577,"$2,597,250.00 ",578,"$1,332,227.00 ",555,562,"$2,214,328.00 ",562,"$1,127,333.00 ",170,170,"$3,320,673.00 ",170,"$1,704,796.00 ",62,62,"$1,151,762.00 ",63,"$600,318.00 ",52,56,"$1,656,314.00 ",56,"$840,795.00 "
364600,TEXAS WOMANS UNIVERSITY,TX,762045587,Public,"2,678","2,759","$10,742,377.00 ","2,759","$5,496,362.00 ","2,653","2,796","$12,144,793.00 ","2,796","$6,205,195.00 ","1,872","1,954","$24,711,213.00 ","1,955","$12,668,036.00 ",115,117,"$1,261,118.00 ",117,"$652,981.00 ",71,74,"$587,224.00 ",74,"$307,478.00 "
364700,TRINITY UNIVERSITY,TX,782127200,Private-Nonprofit,470,473,"$1,996,686.00 ",473,"$1,017,800.00 ",553,570,"$2,059,127.00 ",570,"$1,042,143.00 ",32,33,"$828,500.00 ",33,"$426,331.00 ",51,54,"$987,824.00 ",54,"$530,026.00 ",4,4,"$49,240.00 ",4,"$29,620.00 "
364800,TYLER JUNIOR COLLEGE,TX,757013436,Public,"1,716","1,716","$6,218,011.00 ","1,720","$3,111,553.00 ","1,615","1,615","$6,962,990.00 ","1,634","$3,485,565.00 ",-,-, -,-, -,64,64,"$608,605.00 ",64,"$304,193.00 ",-,-, -,-, -
365100,UNIVERSITY OF DALLAS,TX,750624799,Private-Nonprofit,480,483,"$2,076,571.00 ",485,"$1,048,326.00 ",544,554,"$1,826,525.00 ",554,"$936,727.00 ",248,253,"$3,759,029.00 ",253,"$2,261,004.00 ",76,77,"$1,619,627.00 ",77,"$851,362.00 ",15,15,"$241,266.00 ",15,"$135,585.00 "
365200,UNIVERSITY OF HOUSTON,TX,772042010,Public,"7,465","7,533","$33,708,038.00 ","7,533","$17,081,151.00 ","6,332","6,438","$28,475,288.00 ","6,438","$14,477,168.00 ","2,368","2,457","$49,903,510.00 ","2,457","$25,168,731.00 ",251,261,"$4,053,048.00 ",261,"$2,073,406.00 ",270,294,"$5,174,896.00 ",294,"$2,699,320.00 "
365400,UNIVERSITY OF SAINT THOMAS,TX,770064626,Private-Nonprofit,404,408,"$1,742,878.00 ",408,"$905,708.00 ",352,361,"$1,647,510.00 ",361,"$863,424.00 ",335,340,"$4,995,416.00 ",340,"$2,706,774.00 ",57,57,"$1,027,941.00 ",57,"$535,808.00 ",16,16,"$203,965.00 ",16,"$104,323.00 "
365600,UNIVERSITY OF TEXAS AT ARLINGTON,TX,760190125,Public,"9,596","10,179","$36,892,541.00 ","10,179","$18,910,203.00 ","8,316","8,986","$36,821,367.00 ","8,986","$18,960,581.00 ","4,309","4,488","$59,530,910.00 ","4,488","$30,524,972.00 ",347,359,"$5,185,807.00 ",359,"$2,660,200.00 ",133,141,"$1,271,601.00 ",141,"$657,183.00 "
365800,UNIVERSITY OF TEXAS - AUSTIN,TX,787120000,Public,"7,296","7,321","$29,678,662.00 ","7,321","$15,881,351.00 ","8,033","8,377","$31,242,574.00 ","8,377","$16,449,278.00 ","2,622","2,899","$50,246,483.00 ","2,899","$26,121,307.00 ","3,879","3,898","$55,351,504.00 ","3,898","$29,944,778.00 ","1,585","1,646","$25,482,369.00 ","1,646","$15,398,136.00 "
365900,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT SAN ANTONIO,TX,782293900,Public,325,328,"$1,581,828.00 ",328,"$837,694.00 ",248,252,"$1,447,830.00 ",252,"$677,720.00 ","1,159","1,220","$32,247,057.00 ","1,220","$15,099,095.00 ",6,6,"$88,208.00 ",6,"$39,438.00 ",484,516,"$9,102,858.00 ",516,"$3,862,924.00 "
366100,UNIVERSITY OF TEXAS AT EL PASO,TX,799680500,Public,"5,150","5,163","$22,841,127.00 ","5,163","$11,605,647.00 ","3,781","3,825","$18,702,430.00 ","3,825","$9,578,192.00 ","1,441","1,516","$25,365,479.00 ","1,516","$12,848,648.00 ",185,188,"$2,190,049.00 ",188,"$1,132,228.00 ",46,46,"$430,359.00 ",46,"$230,689.00 "
366200,VICTORIA COLLEGE,TX,779014494,Public,109,109,"$332,626.00 ",109,"$167,193.00 ",146,148,"$625,577.00 ",148,"$316,676.00 ",-,-, -,-, -,2,2,"$8,500.00 ",2,"$4,250.00 ",-,-, -,-, -
366300,WAYLAND BAPTIST UNIVERSITY - PLAINVIEW CAMPUS,TX,790726998,Private-Nonprofit,518,518,"$2,226,685.00 ",518,"$738,440.00 ",552,560,"$2,959,390.00 ",560,"$943,862.00 ",158,158,"$3,007,618.00 ",158,"$888,714.00 ",28,29,"$480,750.00 ",29,"$240,375.00 ",-,-, -,-, -
366400,WEATHERFORD COLLEGE,TX,760865699,Public,462,463,"$1,446,982.00 ",463,"$720,963.00 ",551,556,"$2,703,174.00 ",556,"$1,333,940.00 ",-,-, -,-, -,5,5,"$42,998.00 ",5,"$19,480.00 ",-,-, -,-, -
366500,WEST TEXAS A&M UNIVERSITY,TX,790150001,Public,"1,952","1,952","$8,572,280.00 ","1,952","$4,336,868.00 ","2,057","2,058","$10,078,467.00 ","2,058","$5,099,816.00 ",718,718,"$11,836,839.00 ",718,"$5,944,442.00 ",119,119,"$1,453,925.00 ",119,"$754,961.00 ",23,23,"$141,478.00 ",23,"$73,155.00 "
366800,WHARTON COUNTY JUNIOR COLLEGE,TX,774883298,Public,317,317,"$1,047,573.00 ",317,"$529,061.00 ",379,381,"$1,634,177.00 ",381,"$820,203.00 ",-,-, -,-, -,1,1,"$10,000.00 ",1,"$5,000.00 ",-,-, -,-, -
366900,WILEY COLLEGE,TX,756705199,Private-Nonprofit,117,117,"$504,524.00 ",118,"$200,749.00 ",100,100,"$461,753.00 ",101,"$134,804.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
367000,BRIGHAM YOUNG UNIVERSITY,UT,846028406,Private-Nonprofit,"1,966","2,086","$8,389,698.00 ","2,091","$4,216,936.00 ","1,912","1,957","$8,983,176.00 ","1,959","$4,507,581.00 ",438,461,"$7,312,705.00 ",461,"$3,662,620.00 ",52,52,"$536,755.00 ",52,"$269,278.00 ",19,20,"$227,454.00 ",20,"$114,732.00 "
367100,DIXIE STATE UNIVERSITY,UT,847703876,Public,"1,581","1,581","$6,302,133.00 ","1,593","$3,248,025.00 ","1,510","1,510","$6,896,403.00 ","1,525","$3,563,728.00 ",22,22,"$354,112.00 ",23,"$188,964.00 ",135,135,"$1,701,680.00 ",135,"$857,194.00 ",-,-, -,-, -
367200,ENSIGN COLLEGE,UT,841013500,Private-Nonprofit,54,54,"$180,425.00 ",54,"$90,210.00 ",42,66,"$133,080.00 ",66,"$66,737.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
367400,STEVENS HENAGER COLLEGE,UT,844011420,Private-Nonprofit,"2,845","2,863","$10,216,505.00 ","3,063","$5,517,667.00 ","2,831","2,864","$14,018,703.00 ","3,062","$7,511,389.00 ",5,5,"$56,088.00 ",6,"$30,008.00 ",52,52,"$363,028.00 ",54,"$192,937.00 ",-,-, -,-, -
367500,UNIVERSITY OF UTAH,UT,841129055,Public,"3,483","3,555","$15,079,816.00 ","3,555","$7,789,499.00 ","3,441","3,543","$16,128,221.00 ","3,543","$8,352,710.00 ","2,598","2,656","$59,848,763.00 ","2,656","$30,358,732.00 ",259,266,"$5,353,225.00 ",266,"$2,768,431.00 ",622,639,"$14,415,244.00 ",639,"$7,440,562.00 "
367700,UTAH STATE UNIVERSITY,UT,843221400,Public,"3,712","3,750","$15,647,039.00 ","3,750","$8,104,769.00 ","3,449","3,508","$17,396,286.00 ","3,508","$9,007,579.00 ",685,715,"$11,626,139.00 ",715,"$5,941,232.00 ",99,102,"$1,470,938.00 ",102,"$815,327.00 ",44,45,"$660,652.00 ",45,"$339,339.00 "
367800,SOUTHERN UTAH UNIVERSITY,UT,847202470,Public,"1,481","1,481","$5,612,973.00 ","1,481","$3,028,389.00 ","1,200","1,200","$4,947,898.00 ","1,200","$2,692,689.00 ",337,337,"$3,366,079.00 ",337,"$2,025,185.00 ",51,51,"$892,154.00 ",51,"$420,656.00 ",3,3,"$62,834.00 ",3,"$46,945.00 "
367900,SNOW COLLEGE,UT,846271299,Public,443,443,"$1,418,474.00 ",509,"$768,272.00 ",431,431,"$1,487,319.00 ",476,"$839,660.00 ",-,-, -,-, -,7,7,"$65,850.00 ",7,"$34,550.00 ",-,-, -,-, -
368000,WEBER STATE UNIVERSITY,UT,844081001,Public,"2,546","2,546","$10,731,815.00 ","2,546","$4,646,280.00 ","2,254","2,254","$12,062,484.00 ","2,254","$5,189,636.00 ",193,193,"$3,267,920.00 ",193,"$1,414,533.00 ",15,15,"$149,935.00 ",15,"$83,219.00 ",2,2,"$23,247.00 ",2,"$11,082.00 "
368100,WESTMINSTER COLLEGE,UT,841053697,Private-Nonprofit,465,465,"$2,154,956.00 ",465,"$1,096,289.00 ",473,474,"$1,915,631.00 ",474,"$987,231.00 ",192,192,"$3,744,406.00 ",192,"$1,667,305.00 ",48,48,"$1,013,450.00 ",48,"$541,467.00 ",53,53,"$1,939,891.00 ",53,"$724,683.00 "
368200,BENNINGTON COLLEGE,VT,52016001,Private-Nonprofit,239,239,"$1,082,192.00 ",240,"$278,617.00 ",265,269,"$804,084.00 ",272,"$209,726.00 ",-,-, -,-, -,26,26,"$603,076.00 ",26,"$172,829.00 ",-,-, -,-, -
368300,CASTLETON UNIVERSITY,VT,57350000,Public,752,753,"$3,223,170.00 ",753,"$1,638,574.00 ",930,949,"$3,672,293.00 ",949,"$1,857,308.00 ",30,30,"$395,672.00 ",30,"$206,386.00 ",69,71,"$850,658.00 ",71,"$489,300.00 ",5,5,"$42,122.00 ",5,"$28,647.00 "
368400,CHAMPLAIN COLLEGE,VT,54013950,Private-Nonprofit,840,841,"$3,656,296.00 ",841,"$1,840,683.00 ","1,093","1,103","$4,608,660.00 ","1,103","$2,337,186.00 ",85,86,"$1,171,046.00 ",86,"$634,513.00 ",268,269,"$6,004,756.00 ",269,"$3,096,056.00 ",3,3,"$25,730.00 ",3,"$12,865.00 "
368600,GODDARD COLLEGE,VT,56670000,Private-Nonprofit,81,82,"$340,235.00 ",82,"$197,740.00 ",87,91,"$510,088.00 ",91,"$306,131.00 ",136,138,"$2,545,091.00 ",138,"$1,443,658.00 ",-,-, -,-, -,37,40,"$752,167.00 ",40,"$433,841.00 "
368800,NORTHERN VERMONT UNIVERSITY,VT,56569898,Public,605,605,"$2,639,535.00 ",606,"$1,269,593.00 ",642,653,"$2,637,995.00 ",655,"$1,252,639.00 ",111,112,"$1,950,269.00 ",112,"$692,833.00 ",65,67,"$923,933.00 ",69,"$506,504.00 ",1,1,"$6,300.00 ",1,"$2,100.00 "
369100,MIDDLEBURY COLLEGE,VT,57530000,Private-Nonprofit,344,344,"$1,417,265.00 ",344,"$723,521.00 ",344,350,"$1,329,027.00 ",350,"$681,494.00 ",304,307,"$5,787,162.00 ",307,"$3,382,898.00 ",47,51,"$1,241,211.00 ",51,"$637,227.00 ",194,194,"$3,249,423.00 ",194,"$1,658,433.00 "
369200,NORWICH UNIVERSITY,VT,56631035,Private-Nonprofit,997,999,"$4,281,456.00 ",999,"$2,141,571.00 ","1,220","1,245","$4,341,586.00 ","1,245","$2,183,907.00 ",253,254,"$4,703,888.00 ",254,"$1,475,295.00 ",149,151,"$2,593,065.00 ",151,"$1,327,747.00 ",114,114,"$2,016,742.00 ",114,"$544,541.00 "
369400,SAINT MICHAEL'S COLLEGE,VT,54390001,Private-Nonprofit,380,380,"$1,749,131.00 ",380,"$880,143.00 ",455,458,"$1,509,038.00 ",458,"$756,527.00 ",21,21,"$352,003.00 ",21,"$179,822.00 ",79,79,"$1,734,151.00 ",79,"$887,767.00 ",3,3,"$22,139.00 ",3,"$13,825.00 "
369600,UNIVERSITY OF VERMONT AND STATE AGRICULTURAL COLLEGE,VT,54050160,Public,"2,915","2,915","$12,693,661.00 ","2,915","$6,458,522.00 ","3,496","3,503","$12,603,897.00 ","3,503","$6,495,954.00 ",803,803,"$20,643,352.00 ",803,"$11,486,677.00 ",595,604,"$15,309,167.00 ",604,"$7,971,445.00 ",468,470,"$13,031,678.00 ",470,"$6,999,677.00 "
369700,VERMONT COLLEGE OF FINE ARTS,VT,56023128,Private-Nonprofit,-,-, -,-, -,-,-, -,-, -,63,63,"$1,144,154.00 ",63,"$632,789.00 ",-,-, -,-, -,20,20,"$644,920.00 ",20,"$342,229.00 "
369800,VERMONT TECHNICAL COLLEGE,VT,50610000,Public,578,578,"$2,142,030.00 ",578,"$1,054,319.00 ",658,664,"$3,423,888.00 ",664,"$1,518,909.00 ",2,2,"$41,000.00 ",2,"$20,500.00 ",41,41,"$697,917.00 ",41,"$378,934.00 ",-,-, -,-, -
370200,AVERETT UNIVERSITY,VA,245413692,Private-Nonprofit,639,639,"$2,676,972.00 ",639,"$1,293,373.00 ",700,701,"$2,883,676.00 ",701,"$1,322,081.00 ",177,177,"$2,396,809.00 ",177,"$712,096.00 ",277,277,"$4,424,682.00 ",277,"$2,237,870.00 ",1,1,"$12,457.00 ",1,"$3,115.00 "
370300,BLUEFIELD COLLEGE,VA,246051799,Private-Nonprofit,452,453,"$1,908,963.00 ",453,"$787,933.00 ",509,541,"$2,131,603.00 ",541,"$862,154.00 ",164,164,"$3,128,240.00 ",164,"$1,328,378.00 ",81,82,"$863,264.00 ",82,"$469,214.00 ",63,68,"$1,336,596.00 ",68,"$687,927.00 "
370400,BRIDGEWATER COLLEGE,VA,228121599,Private-Nonprofit,762,765,"$3,136,638.00 ",765,"$1,602,699.00 ",957,960,"$3,640,173.00 ",966,"$1,858,936.00 ",4,4,"$82,000.00 ",4,"$35,804.00 ",308,311,"$4,070,241.00 ",311,"$2,000,337.00 ",3,3,"$17,500.00 ",3,"$9,250.00 "
370500,COLLEGE OF WILLIAM & MARY,VA,231878795,Public,869,878,"$3,593,665.00 ",878,"$1,825,669.00 ","1,084","1,124","$4,348,008.00 ","1,124","$2,193,576.00 ",838,858,"$15,937,595.00 ",858,"$7,593,352.00 ",247,253,"$6,008,950.00 ",253,"$3,188,319.00 ",461,484,"$9,335,163.00 ",484,"$4,377,920.00 "
370600,CHRISTOPHER NEWPORT UNIVERSITY,VA,236063072,Public,"1,278","1,284","$5,558,857.00 ","1,284","$2,826,391.00 ","1,686","1,789","$6,414,025.00 ","1,789","$3,268,661.00 ",36,36,"$678,881.00 ",36,"$340,578.00 ",387,398,"$7,556,716.00 ",398,"$3,932,053.00 ",-,-, -,-, -
370800,EASTERN MENNONITE UNIVERSITY,VA,228022462,Private-Nonprofit,366,368,"$1,440,950.00 ",369,"$823,303.00 ",384,395,"$1,259,768.00 ",395,"$717,678.00 ",65,66,"$970,044.00 ",66,"$566,576.00 ",73,73,"$1,257,494.00 ",77,"$660,786.00 ",14,14,"$144,747.00 ",14,"$78,710.00 "
370900,EMORY & HENRY COLLEGE,VA,243270010,Private-Nonprofit,501,501,"$2,158,058.00 ",501,"$1,083,334.00 ",522,535,"$1,795,071.00 ",535,"$903,124.00 ",207,207,"$3,860,904.00 ",207,"$1,420,769.00 ",152,153,"$2,241,602.00 ",153,"$1,134,410.00 ",184,187,"$4,691,426.00 ",187,"$1,675,175.00 "
371100,FERRUM COLLEGE,VA,240882612,Private-Nonprofit,651,651,"$2,795,760.00 ",651,"$1,398,416.00 ",723,723,"$2,806,060.00 ",723,"$1,400,892.00 ",-,-, -,-, -,367,368,"$5,094,411.00 ",368,"$2,465,225.00 ",-,-, -,-, -
371300,HAMPDEN SYDNEY COLLEGE,VA,239430128,Private-Nonprofit,304,304,"$1,324,710.00 ",304,"$666,224.00 ",412,424,"$1,541,873.00 ",424,"$780,592.00 ",-,-, -,-, -,127,128,"$2,442,313.00 ",128,"$1,396,223.00 ",-,-, -,-, -
371400,HAMPTON UNIVERSITY,VA,236680099,Private-Nonprofit,622,622,"$2,928,833.00 ",622,"$1,451,382.00 ",691,691,"$2,376,624.00 ",691,"$1,181,674.00 ",190,190,"$4,620,493.00 ",190,"$2,309,348.00 ",488,488,"$11,511,084.00 ",488,"$3,833,153.00 ",137,137,"$2,026,703.00 ",137,"$1,016,882.00 "
371500,HOLLINS UNIVERSITY,VA,240194421,Private-Nonprofit,343,345,"$1,507,469.00 ",345,"$762,343.00 ",410,419,"$1,678,042.00 ",419,"$848,245.00 ",14,15,"$193,093.00 ",15,"$102,111.00 ",100,106,"$1,266,024.00 ",106,"$626,796.00 ",2,2,"$39,920.00 ",2,"$19,960.00 "
371900,LONGWOOD UNIVERSITY,VA,239091899,Public,"1,459","1,462","$6,390,555.00 ","1,462","$3,297,003.00 ","1,685","1,703","$6,438,613.00 ","1,703","$3,291,176.00 ",167,169,"$2,682,429.00 ",169,"$1,352,744.00 ",830,843,"$12,508,141.00 ",843,"$6,422,129.00 ",6,6,"$19,006.00 ",6,"$10,800.00 "
372000,UNIVERSITY OF LYNCHBURG,VA,245013199,Private-Nonprofit,836,836,"$3,715,822.00 ",836,"$1,864,307.00 ","1,045","1,096","$3,995,828.00 ","1,096","$2,012,111.00 ",309,310,"$4,905,626.00 ",393,"$3,535,367.00 ",234,237,"$3,671,522.00 ",237,"$1,724,865.00 ",70,71,"$1,121,765.00 ",75,"$638,725.00 "
372100,JAMES MADISON UNIVERSITY,VA,228073780,Public,"4,061","4,108","$17,079,751.00 ","4,108","$8,677,895.00 ","5,032","5,364","$19,365,461.00 ","5,364","$9,851,731.00 ",437,741,"$6,111,993.00 ",741,"$3,254,375.00 ","2,166","2,221","$41,375,535.00 ","2,221","$21,333,315.00 ",77,81,"$1,399,902.00 ",81,"$776,481.00 "
372300,MARY BALDWIN UNIVERSITY,VA,244013610,Private-Nonprofit,724,727,"$3,002,492.00 ",727,"$1,520,745.00 ",776,842,"$3,339,281.00 ",842,"$1,698,779.00 ",377,378,"$6,746,473.00 ",378,"$3,065,529.00 ",90,90,"$782,131.00 ",90,"$408,503.00 ",185,188,"$3,912,653.00 ",188,"$2,133,810.00 "
372400,MARYMOUNT UNIVERSITY,VA,222074224,Private-Nonprofit,572,572,"$2,552,647.00 ",572,"$1,307,959.00 ",681,681,"$2,827,454.00 ",681,"$1,430,456.00 ",522,522,"$9,400,761.00 ",522,"$5,219,647.00 ",184,184,"$3,688,317.00 ",184,"$1,881,824.00 ",269,270,"$6,120,865.00 ",270,"$3,197,384.00 "
372600,AMERICAN NATIONAL UNIVERSITY,VA,241534524,Proprietary,427,474,"$1,073,800.00 ",598,"$619,699.00 ",404,489,"$934,469.00 ",585,"$553,866.00 ",12,15,"$71,156.00 ",20,"$45,297.00 ",-,-, -,-, -,-,-, -,-, -
372800,OLD DOMINION UNIVERSITY,VA,235290001,Public,"6,619","6,726","$28,769,502.00 ","6,726","$14,549,346.00 ","6,812","7,117","$27,702,960.00 ","7,117","$14,060,112.00 ","1,068","1,108","$18,649,810.00 ","1,108","$9,475,504.00 ",648,663,"$9,547,634.00 ",663,"$4,831,861.00 ",56,58,"$777,986.00 ",58,"$390,933.00 "
373200,RADFORD UNIVERSITY,VA,241426905,Public,"3,121","3,126","$13,443,463.00 ","3,126","$7,199,567.00 ","3,481","3,528","$12,495,618.00 ","3,528","$6,730,265.00 ",582,591,"$9,817,359.00 ",591,"$5,585,244.00 ",785,822,"$9,671,695.00 ",822,"$5,358,838.00 ",139,145,"$2,194,775.00 ",145,"$1,153,158.00 "
373300,RANDOLPH-MACON COLLEGE,VA,230055505,Private-Nonprofit,600,600,"$2,584,436.00 ",600,"$1,305,278.00 ",840,867,"$3,165,878.00 ",867,"$1,597,409.00 ",-,-, -,-, -,167,167,"$3,211,718.00 ",167,"$1,631,452.00 ",-,-, -,-, -
373400,RANDOLPH COLLEGE,VA,245031526,Private-Nonprofit,255,255,"$1,194,904.00 ",255,"$601,799.00 ",300,309,"$1,067,562.00 ",309,"$536,326.00 ",15,15,"$222,854.00 ",15,"$103,041.00 ",57,57,"$819,642.00 ",57,"$378,464.00 ",2,2,"$20,150.00 ",2,"$8,300.00 "
373500,VIRGINIA COMMONWEALTH UNIVERSITY,VA,232849004,Public,"7,082","7,098","$31,263,379.00 ","7,098","$16,101,384.00 ","7,154","7,299","$26,426,186.00 ","7,299","$13,613,285.00 ","2,895","2,898","$74,754,119.00 ","2,898","$38,214,877.00 ","1,046","1,084","$19,043,991.00 ","1,084","$9,847,554.00 ",919,"1,039","$29,655,898.00 ","1,039","$15,248,200.00 "
373600,ROANOKE COLLEGE,VA,241533794,Private-Nonprofit,959,960,"$4,281,601.00 ",960,"$2,171,626.00 ","1,188","1,256","$4,197,133.00 ","1,256","$2,125,565.00 ",-,-, -,-, -,373,374,"$5,577,828.00 ",374,"$2,867,111.00 ",-,-, -,-, -
373700,SHENANDOAH UNIVERSITY,VA,226015195,Private-Nonprofit,"1,038","1,041","$4,533,610.00 ","1,041","$2,281,359.00 ","1,205","1,241","$4,720,421.00 ","1,241","$2,388,665.00 ",904,909,"$19,266,285.00 ",955,"$9,131,918.00 ",319,324,"$6,584,392.00 ",328,"$3,474,325.00 ",321,352,"$5,408,365.00 ",354,"$3,756,977.00 "
373800,SOUTHERN VIRGINIA UNIVERSITY,VA,244163038,Private-Nonprofit,356,356,"$1,557,739.00 ",356,"$771,806.00 ",332,347,"$1,418,658.00 ",347,"$713,699.00 ",-,-, -,-, -,34,34,"$393,843.00 ",34,"$219,120.00 ",-,-, -,-, -
374200,SWEET BRIAR COLLEGE,VA,245959998,Private-Nonprofit,90,92,"$359,224.00 ",92,"$184,980.00 ",113,114,"$441,255.00 ",114,"$221,856.00 ",1,1,"$11,000.00 ",1,"$5,500.00 ",31,33,"$429,559.00 ",33,"$221,367.00 ",-,-, -,-, -
374300,UNION PRESBYTERIAN SEMINARY,VA,232274514,Private-Nonprofit,-,-, -,-, -,-,-, -,-, -,3,3,"$45,430.00 ",3,"$22,206.00 ",-,-, -,-, -,-,-, -,-, -
374400,UNIVERSITY OF RICHMOND,VA,231730001,Private-Nonprofit,814,814,"$3,422,185.00 ",814,"$1,729,257.00 ",818,818,"$2,588,987.00 ",818,"$1,309,263.00 ",359,359,"$6,457,158.00 ",359,"$3,304,767.00 ",124,126,"$3,542,606.00 ",126,"$1,791,614.00 ",172,172,"$4,956,245.00 ",172,"$2,480,024.00 "
374500,UNIVERSITY OF VIRGINIA,VA,229032600,Public,"2,442","2,467","$10,165,459.00 ","2,492","$5,150,735.00 ","2,575","2,687","$9,600,970.00 ","2,697","$4,836,291.00 ","1,870","1,896","$39,952,749.00 ","1,928","$20,410,965.00 ",361,361,"$8,734,681.00 ",366,"$4,503,996.00 ","1,113","1,406","$40,062,704.00 ","1,413","$20,295,037.00 "
374600,UNIVERSITY OF MARY WASHINGTON,VA,224015358,Public,894,894,"$3,973,149.00 ",894,"$1,997,438.00 ","1,129","1,152","$4,882,654.00 ","1,152","$2,458,205.00 ",89,90,"$1,429,438.00 ",90,"$724,099.00 ",188,188,"$3,135,276.00 ",188,"$1,624,903.00 ",4,4,"$46,283.00 ",4,"$26,392.00 "
374700,UNIVERSITY OF VIRGINIA'S COLLEGE AT WISE (THE),VA,242934412,Public,303,315,"$978,304.00 ",315,"$588,488.00 ",308,327,"$1,006,854.00 ",328,"$603,702.00 ",-,-, -,-, -,47,47,"$397,177.00 ",47,"$217,142.00 ",-,-, -,-, -
374900,GEORGE MASON UNIVERSITY,VA,220304444,Public,"6,589","6,597","$30,698,038.00 ","6,597","$15,411,423.00 ","5,994","6,044","$25,847,056.00 ","6,044","$12,997,471.00 ","2,368","2,376","$42,654,622.00 ","2,376","$19,622,893.00 ",859,877,"$16,365,607.00 ",877,"$8,616,951.00 ",404,417,"$10,199,442.00 ",417,"$4,711,829.00 "
